park_name,author_name,rating,text,time
33rd and Wallace Playground,Ismarí,5,"This is a clean playground with a section dedicated to 2 - 5 year olds and a section for older kids. There are plenty of trash cans and benches. There are slides, spinning gears, and musical instruments. Lots of swings for all the kids. I especially liked the ""Konnection"" swing. A parent can swing with their baby or toddler.",2024-02-27 21:36:07
33rd and Wallace Playground,Umm Kelechi,5,Nice community playground. The equipment is all brand new and up to date. There is a basketball court and a spray ground.,2023-06-26 00:03:39
33rd and Wallace Playground,Rhonda Frazier,5,Nice place to go to. Playground is awesome and clean. They even have a sprinkler there. For those hot 🔥 days to cool off.,2021-08-09 21:22:08
Nichols Park,Shan Sejour,2,"Dirty, the community needs do better with taking care of the area. I helped the neighbor clean up glass and trash. The kids however had a blast on the spider web climbing apparatus",2021-05-31 15:58:36
Nichols Park,Carleah Boyce (Boogie),5,"Thais is the first place I've stayed at and I actually spoke with the host. He is very accommodating,helpful and reasonable,whenever necessary I will definitely stay in any air b&b that has this host",2021-07-04 17:51:47
Nichols Park,Patricia Johnson,5,It been redone new playground equipment and a gazebo you can use 4 partys,2021-05-16 13:24:23
Nichols Park,Kuumba Ibo,5,Great jazz concert under the stars,2022-09-16 01:37:16
Nichols Park,Carmelita W.,5,Family fun at Nicholas Park in West Philadelphia,2021-04-24 20:02:22
Weccacoe Playground,Barb Hauck-Mah (barbhmphilly),4,"This is a carry in/carry out (no trash cans) playground in Queen Village, that is unlocked from morning to dusk for the public. There are swings, 1 tennis court in fair shape, slide and 2 jungle gyms. There are a few benches and picnic tables. In July, there are lush orange American Trumpet vines in bloom along 1-side of this block long park. Dogs are not allowed.",2021-04-19 01:58:43
Weccacoe Playground,Len Shaffer,4,"Charming little 1x2 square block park with a playground where the kids can still meet each other in the afternoon during Covid as well as a full tennis court and a handful of benches. Obviously the bathrooms are not open during the pandemic. (Also, inexplicably not a trash can to be had.)",2020-09-11 18:38:36
Weccacoe Playground,James Gentile,5,"Family friendly park in Queen village. Jungle gym set for kids to play on. Place was loaded with kids running around having a great time after 5 pm. Lots of benches for parents to sit on. They have a single tennis court which isn’t in great shape with a giant crack across the court. There is also a fully booked tennis reservation, which from the looks of it gets hostile with people crossing out other peoples names and writing their own if anyone over books. Reservations start at Sunday so get their early if you want a spot for the week.",2020-10-09 17:18:35
Weccacoe Playground,Ms. B,4,"It's pleasant, often a place to sit picnic and rest. Different play areas for children, and tidy. Lots of shade. Tennis and basketball area. But the only con is NO TRASH CANS. Quite stunned.",2021-06-24 17:11:21
Weccacoe Playground,Mark Henninger,5,"This is a clean and well kept playground. The place surfaces that soft rubbery material that will keep kids from getting injured, and in this park it’s thick and in really good shape. Same can be said for the actual play ground equipment, it’s quite new, in really good condition. So today was the tennis court, then that is in good shape, the service is pretty clean. Nice landscaping, plenty of trees for shade, it’s a nice neighborhood.￼",2019-05-24 00:23:16
Pennypack Park,Redwan Ahmed,5,"Visited this park recently and charmed by its beauty. The pathways are great for both walking and biking, offering a serene escape amidst nature. What's especially commendable is the cleanliness; there's minimal trash, making it evident that both the management and visitors respect the environment. Highly recommend for a peaceful outdoor experience!",2023-09-15 22:48:16
Pennypack Park,Tobyia,5,"Super Cool Spot by the old train bridge. Nice comfortable walk, a little wet but not so bad it wasn't enjoyable. Perfect place to pull off and take a break from the hustle and hustle of the town.",2024-02-09 05:01:31
Pennypack Park,Ethan De Cohen,5,"This place is a nice place to walk. I like it. If you're into walking around with a big giant stream to your side this place is for you. Bring your puppy, bring your special friend, bring your kiddos. Bring your pet alligator whatever floats your boat. Lots to do here folks.",2023-10-27 23:10:17
Pennypack Park,elaine greenhalgh,5,"I never considered how many wonderful memories have been had for the 58 yrs. ive been going to diffetent areas of pennypack park.  as a small child my older sisters would take me with them to enjoy summer fun and imagine how my grandmom told me in the 1920s the water was so clean they would bath and eat fruits off the trees!, when i became a teenager we would enjoy walking thru the section behind lincoln highschool, going to little city( an areas we went in cars to make put) or go to pleasant park on a weekend to run into friends who would drive thru in cars or motorcycles- there was always a crowd on a nice summer day!( again, this was once a place my grandmoms family would swim in the early 1900s) as i got older i began enjoying it once again for they put so much work into it in the last 15 years by adding trails,maps,  new sections for picnicing or walking, new activities mostly for free that are a wonderful way to get out and meet new people in a city thats been so ever changing.  changing!
These days i venture to the bike trails and other fun beautiful nature in the arras of pennypackpark outside the city. They have a wonderful bike yrail with parking on welsh rd in near 2nd st.pike and another on county line rd in warminsteri. From the bike trail to the walking trail this is my new adult disney land! The beauty is breathtaking! you feel like you are walking thru a scene out of a Thomas Kincade picture! From the streams to the beautiful old homes on the hills, to the giant rocks, memorial benches, lots of wildlife including many chipmunks, even little book swap boxes.... i guareentee you i never leave without feeling truly like ive just been to heaven!",2023-12-12 11:53:21
Pennypack Park,Ytterbius,4,"Great park in East/North-East Philly. The atmosphere is great, and you'll encounter a fair number of people. Very dog friendly as well. There is some trash around which takes away from the park's beauty, and be careful of glass shards if you choose to go off the paved trail.

My favourite part of the park is the creek. I found it to be a calming and healing experience to just walk along the creek or sit on the big rocks at its edge and just listen to the sounds of nature. Please be careful while trying to get down to the creek, as the trail can be dangerous and slippery depending on the weather.",2023-04-22 21:16:07
Powers Park,Jake Barron,4,Great small park with trees shade and squirrels for my dog. Grass is pretty full not too dirty/muddy. Quiet for most part unless young kids show up. For the most part dog owners clean up after dogs but always watch step in grass.,2019-05-16 01:02:32
Powers Park,Shaun Green,4,Lawn could be better maintained but nice neighborhood,2023-11-13 03:34:39
Powers Park,Yadira Mejia,5,This is a bright and sunny park. There's plenty of benches and tables in a circular design and a lot of people walk their dogs through here. Definitely a quiet enough park during the day hours,2022-02-11 20:40:16
Powers Park,William Cromwell,4,Splendid little park where one can stroll in and spend time in personal contemplation. Footpaths draw visitors to a central area with a circular bricked feature with greenery to delight the eyes and sooth the senses. Especially nice during the summer months. Seats strategically and thoughtfully positioned to encourage social interaction with fellow citizens. A fine and simple example of how vital retreats like this are to modern humanity with the often tense living conditions it has created for itself !,2021-09-14 21:26:23
Powers Park,Gee Iannone,5,"Clean, beautiful park. It has benches and tables or you can sit on the grass, it's a non smoking park so it's extremely clean. It always has Beautiful flowers and they are always having something going on like a movie, live music, farmers markets etc... It's a neighborhood staple but ANYONE would love this clean, nice park!",2018-08-02 15:51:22
Gold Star Park,Barb Hauck-Mah (barbhmphilly),5,"The 2021 park improvements are a great addition to this neighborhood gathering place. The upgraded park still welcomes leashed dogs. (They're regrowing the grass area for the dogs-only section).There are 2 big playground units with picnic tables, slides, swings and room to explore. When we visited, the softcover track was busy with kids on trikes or just running laps. The park offers library programs and special programs seasonally. It is a cool shady destination with several lush grassy areas for a picnic or for sitting on a park bench. The mural is by David Guinn (Mural Arts artist) across the street from the park.",2021-05-11 00:55:42
Gold Star Park,Caroline Nguyen,5,Found this place after going to pho75 with my 16 month old daughter. I've been to many parks around the city and I would say that this one is one of my favorites. The park has a field and a very nice play area of the kids. There are tables where you and sit and watch your kids play. I like this park cause its surrounded by houses and not near traffic in any kind of way. I always see parents hosting birthday parties here and its just nice overall. There is a dirt/sand pit filled with trucks and shovels for kids to play. Additionally there are bikes/toy cars for kids to play with.,2023-10-26 01:51:02
Gold Star Park,Rob Stahl,5,"The renovation was a huge improvement. New equipment has lots of fun stuff for kids, they put in an asphalt track for kids to bike and scoot, and there are still some sizeable grassy areas and benches to sit.",2021-01-01 18:52:05
Gold Star Park,Nicholas Santangelo,4,Fun little spot for families & kids. Seconds as a comedy club. Get a good laugh & see what's in the public library.,2021-11-17 17:24:22
Gold Star Park,Jonathan Day,5,"Great place for children of all ages to run, jump and play!",2024-02-12 05:06:56
Hawthorne Park,Barb Hauck-Mah (barbhmphilly),5,"Well-maintained welcoming public park with benches, tables and lounge seating. The park is dog-friendly with free poop bag station, trash cans and a grassy field to exercise your on-leash pet. The Friends Association does a great job of offering free seasonal activities such as movie nights and theater on the lawn. The Love your Park group has seasonal volunteer clean-up days which we've enjoyed.",2020-01-05 21:31:46
Hawthorne Park,Andrew “Andy” Calhoun,5,"It's a beautiful park, not too big or small, and well maintained. One of my favorite parks in the city besides Rittenhouse and Washington Square",2023-08-31 05:31:56
Hawthorne Park,DJ Ulrich,5,"Excellent use of space creating vignettes of character throughout the park. Enjoy the 2-top chess tables and the fabulous orange lounge seating! PVC lounge seating gets hot enough to burn skin during mid-summer, so would have chosen a more absorbing/dissipating material for them.",2022-09-14 22:00:25
Hawthorne Park,Robin Archer Fox,4,A pleasant little park! Only wish there were a few more trees,2023-08-29 03:37:31
Hawthorne Park,Megan Wilcox,5,"Fantastic park, the city needs more like this one.  Built in lounges, picnic tables, benches and a wide lawn for sprawling out/pets to run around.",2021-05-27 17:30:20
Lloyd Hall Recreation Center,Prabha Shankar,4,"A nice spot , check for any events going on , indoor court , cafes , restrooms and outdoor restaurent at the nice river view. River Water does not look really clean near by but the view is amazing. Partly downtown skyscraper are visible . Limited parking available. There is rental pedal bikes were available for pleasure trips . Clean and well maintained area. Traffics might be always moderate near due to famous Kelly drive.",2022-06-23 04:34:56
Lloyd Hall Recreation Center,Anwar Md Hossain,5,"Lloyd Hall Recreation Center, located on the iconic Boathouse Row in Philadelphia, is a center of community activity and engagement. As part of the Philadelphia Parks & Recreation facilities, it offers amenities such as a water fountain, public restroom, information center, cafe, bike rentals, indoor basketball courts, a reception hall, and a public terrace. Constructed between 1994 and 1998, Lloyd Hall is a symbol of the city’s dedication to recreational spaces, taking the place of the former Plaisted Hall. Named after James R. Lloyd, a past state senator and Fairmount park commissioner, the center is an ideal spot for starting a journey into East Fairmount Park, providing a mix of natural splendor and urban convenience. Lloyd Hall is a versatile and inviting location for both residents and visitors, whether they are interested in sports, a casual cafe visit, or a scenic bike ride.",2024-03-18 02:17:32
Lloyd Hall Recreation Center,Brandon Harris,5,Great view and place to relax when you're in the park area. Check to see if any events are being run while you're around.,2016-08-29 05:27:19
Lloyd Hall Recreation Center,Patrick Hammer,5,The café/bar by the water is a great place to quench your thirst on a hot summer day.,2022-09-26 14:45:41
Lloyd Hall Recreation Center,SWAG 100 PODCAST (SWAG100),5,One of my favorite spots in the city to just sit and relax,2023-09-29 03:52:16
Palmer Park,Galein Garvin,5,"i love this park and greatly enjoy this space with my pups. has a good amount of seating. not too far from coffee shops, and directly next to Philly bagels. i find myself going to this park daily and more than once. sometimes when in a funk i go to the park with my pups, sit on a bench, and just veg out relaxing & enjoying the sweet sounds of nature... and the near by traffic too lol",2023-08-15 17:09:58
Palmer Park,Diane Layton,4,Baby Dog loves chasing squirrels. It's always clean. A friendly envviourment..  🐕 FRIENDLY PEOPLE FRIENDLY.....,2023-10-25 00:18:42
Palmer Park,Barb Hauck-Mah (barbhmphilly),4,"Popular one-block park in Fishtown for locals and families to hang out. It is dog-friendly, has trash cans, tall trees for shade and some benches. On weekends, you'll see blankets spread out and picnics. The park has trees, some flowers, but there's no playground or bathroom. Finding parking nearby is a challenge.",2021-04-19 02:27:11
Palmer Park,Kate S.,5,"Great place to sit and people watch, eat a bagel or enjoy a morning coffee, have a picnic, play with kids, walk dogs etc. Brightly lit at night which is nice. They have Saturday clean ups where they always need extra hands esp in Fall/Spring to keep it tidy but they provide tools, tunes and snacks usually donuts. We're very lucky to have this park in our neighborhood and so thankful for the dedicated volunteers that maintain it",2023-09-22 17:09:46
Palmer Park,COWBOYEDD Reiman Jr.,5,Great little park. Make sure you stop by and take a break.,2023-03-12 14:16:34
Trenton & Auburn Playground & Park,Bee & Kae McCormick,3,"My husband and I found ourselves checking out the regentrification of old Kensington. Although the area still has a lot of dilapaitaed and lonely buildings, there are the few that have been shown love and have been given a funky rehabilitation from dust and bones to colorful and hip lofts. A few old schools and churches remind us of the culture and style of the not so distant past. The area looks forward to moving ahead and hopefully into a rebirth of a new Kensington.",2020-10-23 04:19:28
Trenton & Auburn Playground & Park,Whoever I am,2,Be careful the sign is on the ground with bullet holes in it,2023-09-20 23:24:10
Trenton & Auburn Playground & Park,Barbie Small,5,"It's a great spot for the kids. Now it needs a playground, swings etc...currently there aren't any.",2021-11-01 16:34:55
Trenton & Auburn Playground & Park,Khyle Williams,5,"Great place to play basketball, have a small gathering, or even take your children to run through the grass and relax on the logs.",2021-06-05 03:43:05
Trenton & Auburn Playground & Park,William David Bragg I,4,The Basketball courts are usually in use; the Park area not so much; what happened to the boxing ring and Community Competitions?,2021-01-12 00:35:00
Ben Barkan Park,Salena Robinson,5,"Very peaceful and convenient park if you live near Spruce. There's a little playground for smaller kids, and if you're just there to hang out there's enough benches spread out from each other for comfort. Be careful after it rains or snows though, the ground gets very soft and muddy so it's a slip hazard.",2022-03-07 21:02:38
Ben Barkan Park,Molly Summers,5,Lovely little park - for children ages 5 and under.  It could use to be powerwashed.,2023-08-30 01:32:22
Ben Barkan Park,Charis Ellis,5,"This is a cute little playground, it's more for littler children as the equipment is small but it's so nice! We had a nice time and ran into some really nice people as our kids played. Definitely going back!",2021-03-04 12:28:53
Ben Barkan Park,Jaimie Schild,4,"Small neighborhood park. It has a little playground area, with benches to sit on. The playground area has no swings. It looks like what they have at the school's in the area. Mostly for sitting and a walk through. Lots of trees and flowers are planted in the warmer months. Nice way to catch the breeze on a very hot day, as I did.",2018-08-31 08:53:30
Ben Barkan Park,Bryan,3,"It's nice if you have kids, as they will enjoy the swing set and play area. Other than that, it is a small grassy hill with a few benches. Nothing special. Locals and homeless people tend to hang out here, often smoking.",2017-08-13 19:57:36
Heritage Park Playground,Hades Loves whitty,1,"Probably one of the worse playgrounds lmao.
It's all graffiti up underneath the slides and there's like- one swing left 😭-",2023-12-13 22:12:25
Heritage Park Playground,Lionel Green,1,Obviously the worst of the worst. 👎👎👎👎👎,2021-06-07 21:43:47
Heritage Park Playground,Walker Walker,1,,2017-10-29 23:47:22
Heritage Park Playground,Frank Lucas,5,,2014-08-29 19:47:14
Heritage Park Playground,Robert Millman,5,,2021-03-04 15:40:28
Triangle Park,Barb Hauck-Mah (barbhmphilly),4,"This small public park is tucked behind the homes on 54th street. It's fun to hunt for all the triangle-shaped features of Triangle park. There's a shady picnic shelter, a little library box,and a playground that looked pretty new. We watched kids on tricycles moving along the paved path.  No dogs are allowed and nearby parking, if available, is on the side streets.",2021-05-29 23:29:04
Triangle Park,Keith Smith,4,"It is a cute little park with a picnic area and exercise stations. The play surface is rubberized and padded. The park was redeveloped a few years ago, and the workers did a good job. Triangle park is gated (locked at night!) and well-kept, as neighborhood parks go. I would like to see some shade at the exercise stations, as I have at some of the other neighborhood parks. Then it would be perfect.",2019-03-08 12:55:52
Triangle Park,Kia W,4,Great odd place but relaxing. Need more considering my first time. But watching the kids seemed like they were having a ball with the little items there.,2019-05-26 12:31:06
Triangle Park,Cane 7D Productions,5,It's clean and a nice spot to chill with friends or family or get a workout in with the built in equipment,2017-07-02 23:07:29
Triangle Park,Betty Oliver,4,Nice quiet park area nestled in a residential area.,2022-08-28 14:36:40
Cianfrani Park,Dan Murphy,2,"In search of green beneath the sky so clear,
We found our park, alas, closed up, oh dear!
Construction fences blocking cheer,
On a day so bright, we longed to be near,
Nature's embrace, but had to steer clear.

Disappointment hung in the sunny air,
A day made for picnics, quite the affair.
Yet hope blooms in hearts that care,
Wishing the city's plans will spare
Beauty and space for all to share.",2024-03-25 01:08:36
Cianfrani Park,Barb Hauck-Mah (barbhmphilly),5,"Come visit Cianfrani Park in 2021 to admire the lush yarnbombing handiwork of our neighbors. Every fence, tree, bench and more are decorated with colorful squares, flowers, pompoms. They are a festive and fun addition to this dog-friendly and family friendly park in the
Bella Vista neighborhood of South Philly. They host free summer concerts and annual seasonal celebrations. There is a gated area with bikes and outdoor toys for children to enjoy at the park.",2021-04-15 01:35:21
Cianfrani Park,Nohashtagpoet Writing Services,5,A beautiful spot to have a seat to either simply enjoy a day or to rest while walking around the general area. Clean and well maintained.,2023-11-06 20:37:26
Cianfrani Park,Lenka Bergami,5,"Beautiful park close to the Whole Foods.
Very quiet.
Love the knitted decorations.",2021-05-04 20:52:30
Cianfrani Park,Jonas Leavy,5,Glad people clean up after dogs. Good to see! It's important to maintain the quality of our shared green spaces in this concrete jungle.,2023-04-11 12:14:30
Merritt Square Park,Glen Kellett,1,A trash ridden mud pit that has become a place for the locals to park their cars. 4 trees in poor shape. The neighbourhood should be ashamed of itself.,2024-02-09 17:10:26
Merritt Square Park,Richard S,2,Needs attention Pronto. It's a parking lot.,2024-02-16 14:34:55
Merritt Square Park,Bret Lafty (BretL835),5,Merritt square was a place I used to hang out at in the 80s it was a small area that a lot of soccer players grew up at. This 4 block plus another block along side it had 2 pro players and a bunch of college players born there.,2022-04-24 15:19:27
Merritt Square Park,Will Allen,1,Needs a lot of fixing up and cleaning,2019-08-30 06:03:41
Merritt Square Park,leticia kelly-el,5,,2018-07-19 16:52:11
Maguire Playground,Sam Birth,5,I watched them build it after Jerald was killed in Vietnam giving his young life for this country Jerry would always treat us younger kids great at the light house boys club.Teaching us how to play games!!! Thank you Jerry.,2023-05-09 13:34:28
Maguire Playground,Jennifer Burke,4,"It's alot nicer then it use to be ..since they redid the playground.but u still have some ppl who do their dumb💩 in there (u know where I'm going with that)
Other then that ..ppl are always playing 🏀
All year around ..& in the summer u have the guys playing hand ball it's always packed In The summer ..
(So other then the ppl doing their dumb 💩 it's a good playground)",2018-11-24 19:41:52
Maguire Playground,claudia zervas,5,Its was a nice park. My kids had a blast and even my wife did. It was all together a good time with my family.,2019-07-23 23:47:15
Maguire Playground,Luis Robles,5,,2021-04-10 18:28:25
Maguire Playground,Stephens ROCKY Tours of PHILADELPHIA,5,,2018-09-30 02:18:31
John F. Collins Park,Delilah Peach-Williams,5,"Such a lovely little nook in a busy part of Philly. It’s like you’re walking into an oasis of serene loveliness. Wasn’t expecting this small & intimate spot to be so magical. It’s literally perfect for a romantic date, definitely a proposal, reading outdoors, photoshoot, or a scenic music or movie scene opportunity.",2024-02-01 10:39:28
John F. Collins Park,Rebeca Mcdonald,5,"After walking and touring we came to this gem of a park in the middle of Philadelphia PA .
John F Collins Park what a beautiful retreat in the middle of all the hustle and bustle and such a great story about the man behind it all. He has done some great things for that city and its people included rehabilitating prisoners by teaching them to landscape, grow plants and garden. It's a place to get some zen, with the gorgeous trees and waterfall while the cute finches are flying around and then watching them splash in the water. 🥰",2023-08-18 14:49:46
John F. Collins Park,Andrew Corson,5,"Great little park with a cool backstory about John F. Collins's life and work. The seating is ample and it's a nice shady spot to seek refuge during the summer heat.

As with many areas in Center City, there may be pools of urine and people passed out on the benches but they generally don't cause major issues, just watch where you step. Regardless, it's a very nice little secluded gem I never noticed despite walking almost directly past it many times.

""Pocket Parks"" like this are a great addition to Philly, adding something new to see around every corner in this already interesting and historic city.",2023-06-01 22:03:20
John F. Collins Park,LaShawnDa L. Pittman,5,"I’m honestly not sure where to begin. Magical. Professional. The Olivia Pope of event organizing. Lol. I can’t say enough good things about Jhona Ireland, the Event Sales Manager at Center City District (CCD). As the chair of one the largest sections within the American Sociological Association (ASA) (a non-profit), I had a minimal budget for organizing a joint reception with another Section. I scoured the city for something that would fit our needs and satisfy the ASA’s offsite reception requirements (e.g., contract review, access, contingency plans, etc..). It was a TALL order with lots of “almost possibilities” that didn’t pan out.

By the time I connected with Jhona, I was at my wits end. To say that her professionalism, hard work, and resourcefulness turned the whole experience around for me—is an understatement. I felt like I had the partner I desperately needed to pull this off and put it together. Jhona used her deep networks and ability to think outside the box and her dogged determination to overcome roadblocks largely driven by our limited budget. I took comfort in her ability to work with me and my group to find solutions to problems that arose, to answer emails in a timely manner, and to efficiently process paperwork—all while doing so long-distance and virtually. My organizers and I were told that we hosted the best reception at the conference not only because the space itself was so beautiful and magical, but also because it was arranged with such elegance and thoughtfulness (the linens, flowers on the tables, lighting, and bartender and dessert stations)—thank you Aaron Walters, CCD’s Manager of Event Logistics, who was also incredible to work with! Thank you LaShon Green for your ""A Sweet Surprise"" dessert station! People raved about the treats!

I didn’t think Jhona could be any more amazing until meeting her in person ! She was gracious and easy to work with on the ground. I had to do little more than show up not only because the work we put in beforehand made that possible, but also because Jhona and Aaron made it possible! Don’t think twice about booking an event with CCD and working with this incredible team! It’ll be one of the best decisions you would have made as you organize your special event.",2023-08-29 18:35:41
John F. Collins Park,Alena Reed,5,"I love this pocket park! What an oasis in the concrete desert, mature trees, the sound of water, birds.  There is adequate seating, benches and tables and chairs. It gets crowded during lunch during the weekdays depending on the weather. I prefer the park when it's a little quieter of course but regardless it's one of the loveliest little gems in the city I've happened upon. Apparently you can rent the park for events too.",2019-09-20 14:47:00
Mario Lanza Park,Anwar Md Hossain,5,"Mario Lanza Park is a serene green space located in the heart of Philadelphia, offering residents and visitors alike a peaceful retreat from the urban bustle. Named after the renowned Philadelphia-born tenor, Mario Lanza, the park is situated on Queen Street between Second and Third Streets, just a short walk from Lanza’s birthplace and the Mario Lanza Museum. Dedicated on September 29, 1967, the park features a variety of trees and bushes, benches for relaxation, and a special enclosed section for dogs. It’s a picturesque spot to enjoy a book, have lunch, or listen to Lanza’s recordings, surrounded by banners bearing his image and a plaque commemorating his legacy.",2024-03-14 10:35:26
Mario Lanza Park,Alexandra Velazco,5,"Small but good enough, they have pop bags, fresh water and a tennis ball or two, unfortunately we haven't met new friends for Mushu ☹️",2023-09-08 00:18:10
Mario Lanza Park,Ryne,4,Great little park. Most of which is pet free areas. There is a general fenced in dog area that could use some improvements but overall very nice.,2023-11-02 18:40:49
Mario Lanza Park,Elizabeth Ann Rose,5,"Great park!!!! They have a double gated dog park sectioned off and it's absolutely amazing. Gorgeous area, everyone is super nice, we need more dog parks like this!!",2020-05-21 22:53:05
Mario Lanza Park,Gramps the Cat,4,It was a pleasant experience for my Charlie.  The folks were nice the dogs playful.  We'll have to go back soon.,2021-05-06 15:26:45
Wilmot Park Playground,Thomas Palmer,5,,2021-11-03 15:40:44
Wilmot Park Playground,Antonio Vaino,5,,2023-10-12 15:40:42
Ann Taylor,Karolyn Denson Landrieux,1,"From the moment I entered the store I felt unwelcome. I was treated as persona non grata. I was the only customer in the store and with good reason. As an older woman of color i need assistance finding clothing that fits properly. Gone are the days when I could breeze into a store and grab the size 4 off the rack without trying it on.
I tried conversing with the overly coiffed woman that was perched behind the counter…dead pan. She snatched the place the plastic bag off the counter from the dress that i was returning. I wanted to exchange a couple pieces. I dont like my clothing to feel tight. I like a looser fit. She basically threw the jeans back at me. I attempted to purchase the dress slacks in a larger size because it would need to be mailed to my address. They didnt have it in the store. When I placed my Chase Sapphire card in the card reader for the purchase she asked me if it was a gift card, but it was said with contempt as if I couldnt possibly have any money. These are all micro aggressions. This is what marginalized women feel on the daily. If I’m dropping hundreds to thousands of dollars I refuse to pay for you to treat me poorly. I grabbed my Nordstrom bags and let my Gucci loafers carry me out as quickly as possible. I will NEVER buy Ann Taylor brand again.
SN: The jeans that she threw back at me because they are final sale are going in my Buffalo Exchange bin. They will touch my hind parts!",2023-07-26 11:58:39
Ann Taylor,Tonilynn Frazzini,5,"Hannah was an absolute angel. She helped me figure out what I needed from start to finish.  Provided guidance, advice, and gave me a boost of confidence.  I was in the store for well over an hour and it felt like she was with me the whole time even though I saw her running around multitasking and helping others.  Highly recommend this store and staff. They were all friendly and helpful! A great team!",2022-04-15 22:54:00
Ann Taylor,T. K.,5,"I just wanted to give a huge shout-out to Gaylan. As someone who isn't a shopper here normally, I will be trying this store again just based on her level of customer service. You are really lucky to have an employee like her.",2023-04-19 00:58:49
Ann Taylor,Jess Thomas,1,"A few months ago, they weren't open at 10am on a weekday. Annoying but about an hour later they were finally open. Today, a Sunday. No lights on at 11am. Went back at 1130, lights on but doors locked. No answering of phones. I have bought all my previous suits here, but today I was forced to go elsewhere. This location needs to look at the management it has in place. Not being open during regular business hours is a fast way to lose business. I know I have zero intentions of returning anytime soon. Sad because the company sells suits that fit me very well.",2022-07-17 21:35:59
Ann Taylor,Dave L,1,I buy stuff for my wife here every year for her birthday and Christmas.  Tried to exchange a sweater today that was a size to big and I’m told it’s 5 days to late and they can’t even give me store credit.  I just bought it at Christmas.  How do you compete with Amazon with such a poor policy!  I’ll never shop there again!,2022-02-05 17:13:22
Weinberg Park,Robert Benjamin Moore,5,Local South Philadelphia Park where everyone gathers for conversation & relaxation. Close to Mifflin Square Park. Great place to relax after work. Shalom ✝️ Maranatha ✡️,2023-09-28 16:37:09
Weinberg Park,William Cromwell,3,"Perhaps ""Park"" is an inappropriate description of this small neighbourhood space. It seems occasionally to be a gathering place for what may be described as ""antisocial"" folks, in whose presence one may feel a little uncomfortable. Delightful if slightly tarnished seal and turtle sculptures. The trees and seats situated on a green grassy backdrop go someway to compensate for any negative impressions visitors may experience. In general terms though, a nice spot to stroll onto and chill out or just relax for a while.",2021-09-30 22:44:30
Weinberg Park,Bret Lafty (BretL835),4,This is a area of grass and trees and a few benches calling it a park is a bit of a stretch. It's not a bad place it's just small area that you can see  right through.,2020-09-25 13:38:00
Weinberg Park,Tri Nguyen,1,"It needs to be clean, more flowers, branch, signs of the park ... I can’t tell all things because it needs everything to be a nice park .",2020-06-20 18:27:20
Weinberg Park,cool,2,The park is in disrepair and alot of crackheads and junkies roam around. The trashcans were removed a long time ago....,2021-07-12 03:23:45
Williams Moore Reed Memorial Park,Michelle Green,4,,2023-06-17 20:31:11
Williams Moore Reed Memorial Park,Anthony Thompson,4,,2023-08-16 03:51:26
Kahn Park,Ken Bobst,5,Nice corner park in the gayborhood. Nice place to relax read a book chat with a friend take a rest after walking the dog. Gets shadier later in the spring when the trees leave.,2023-04-17 23:38:55
Kahn Park,Michael Griffin,5,"Kahn Park is a wonderful place at 11th and pine. I had the pleasure of doing some work there over late summer early fall. And I met some great people I hope I hopefully left it in better shape than it was when I got there.
Michael G ...  Fix it Philly

I put up the book exchange school house, power washed tables, benches and bike rakes. Stained and sealed the community boards. Repair the electrical system and fixed broken garden railings, and wobbling tables. It was a pleasure, thank you to the two of the nicest ladies and a wonderful gentleman.",2022-11-22 16:03:45
Kahn Park,Mel Wilson,5,This is my local neighborhood park and I love it here.  it's not very big there's no playground for children or anything but that's okay because I think most people that live around here don't have children. it's very calm and Serene and I love that bunch of people that don't even know that each other sitting around can turn into a makeshift Park party lol,2022-04-29 13:45:45
Kahn Park,C Graziano,5,"Nice park never busy. Good place to eat. Big rats live in the shrubs and groundcover. You'll occasionally see a big boy run across the park to get to a new patch of garden. I dont mind, it's a city what you expect, but they'll probabaly send someone for it after seeing my review.",2022-04-17 01:32:07
Kahn Park,Michael Horst,4,A great place to sit and people watch. Ample benches and picnic style tables. Usually quiet and a nice place to take a break from busy city happenings.,2022-08-31 14:53:25
Benson Park,Jherri Young,5,"A very beautiful park.
Family friendly & I will be returning soon
😊",2024-01-11 23:23:58
Benson Park,Rita Rosado,5,We the Rosado's have been taking care of this community park over 40 years. It's a safe place for your children to play and parents to relax. No dog's allowed. Sorry.,2022-02-10 23:13:48
Benson Park,J K,5,Grew up in this park and got to see it change over the years. It's come a long way. Safe pleasant environment.,2020-08-22 21:11:50
Benson Park,Nancy Ocasio,5,Love it it is avery beautiful day today so me and my friend Just in Joy day in this Park Just siting there in Joying this beautiful bless day,2020-10-07 22:05:19
Benson Park,Dmitriy Marchenko,2,would love to take my dog here …,2022-10-30 18:25:04
5th Street Plaza @ Bainbridge Green,Michael Larsen,5,"Nice little spot, just off South street, can be a bit hard to get out of the sun, but worth sitting down at for a few to eat or chill out.",2022-09-03 16:13:51
5th Street Plaza @ Bainbridge Green,Jeremy B,4,The thinnest park I have ever seen.,2021-10-29 22:59:39
5th Street Plaza @ Bainbridge Green,Kathleen McCluskey,5,Peaceful place to sit quietly,2021-07-12 19:42:46
5th Street Plaza @ Bainbridge Green,David Markham-Gessner,5,Amazing public space!,2017-06-03 18:46:50
5th Street Plaza @ Bainbridge Green,Luz Perez,5,,2019-01-30 20:50:57
